0,1571.01001
1,1565.97998
2,1552.640015
3,1536.719971
4,1511.159302
5,1562.930054
6,1659.096802
7,1613.070557
8,1698.338379
9,1706.532349
10,1763.290039
11,1638.73999
12,1545.928467
13,1681.413086
14,1709.189941
15,1699.579956
16,1713.420044
17,1665.939941
18,1542.819946
19,1457.920044
20,1512.469971
21,1504.929932
22,1642.089966
23,1652.685669
0,1607.589966
1,1569.810059
2,1546.97998
3,1522.171753
4,1540.130005
5,1568.143066
6,1692.689941
7,1684.709717
8,1745.829712
9,1777.890015
10,1866.719971
11,1708.70105
12,1621.420044
13,1761.560059
14,1774.949951
15,1773.689941
16,1758.160034
17,1722.52002
18,1597.5625
19,1561.450562
20,1552.609985
21,1559.709961
22,1723.591797
23,1664.588623
0,1641.732788
1,1662.579712
2,1569.840698
3,1527.27002
4,1590.930054
5,1601.849976
6,1586.72998
7,1589.319946
8,1751.879639
9,1775.550049
10,1830.689941
11,1737.890015
12,1648.599976
13,1808.01001
14,1773.459961
15,1778.097534
16,1770.424316
17,1722.699951
18,1573.199951
19,1493.780029
20,1545.140015
21,1552.77002
22,1675.609985
23,1719.439941
0,1645.310059
1,1625.23999
2,1599.306519
3,1564.52002
4,1568.390015
5,1610.726074
6,1594.530029
7,1598.434448
8,1707.751587
9,1690.596924
10,1772.51001
11,1627.959961
12,1518.219971
13,1633.689941
14,1633.939941
15,1622.060059
16,1650.125732
17,1604.053589
18,1481.109009
19,1439.939941
20,1436.380005
21,1453.839966
22,1596.079956
23,1627.339966
0,1516.383179
1,1474.997314
2,1426.443848
3,1394.5
4,1416.821167
5,1410.952881
6,1471.645508
7,1522.585449
8,1581.5
9,1582.241089
10,1640.785278
11,1532.959717
12,1437.410034
13,1529.390015
14,1533.23999
15,1530.48999
16,1542.069946
17,1490.839966
18,1332.550049
19,1350.332031
20,1346.439941
21,1334.157593
22,1451.594116
23,1510.797363
0,1405.268066
1,1356.727539
2,1342.15686
3,1321.560059
4,1301.050049
5,1284.040039
6,1309.640991
7,1325.339966
8,1244.01001
9,1217.589966
10,1281.869995
11,1212.160034
12,1152.779663
13,1163.619995
14,1135.550049
15,1153.584106
16,1175.178589
17,1158.168579
18,1079.293457
19,1076.513672
20,1101.699951
21,1095.821655
22,1201.202026
23,1236.619995
0,1225.98999
1,1219.829956
2,1211.349976
3,1201.619995
4,1188.640015
5,1185.609985
6,1275.150024
7,1332.75
8,1538.310059
9,1586.560059
10,1637.180054
11,1597.828247
12,1530.348511
13,1645.589966
14,1624.052124
15,1597.061646
16,1623.089966
17,1588.033325
18,1475.430054
19,1436.219971
20,1447.300049
21,1455.719971
22,1572.25
23,1630.359985
0,1512.569946
1,1510.439941
2,1462.829956
3,1456.687256
4,1461.319946
5,1505.679199
6,1573.043823
7,1594.050415
8,1708.541992
9,1688.079956
10,1711.599976
11,1612.52002
12,1543.400024
13,1697.459961
14,1696.01001
15,1730.469971
16,1696.069946
17,1672.119995
18,1533.050049
19,1511.696899
20,1546.900024
21,1568.191528
22,1688.67041
23,1668.752075
0,1648.012695
1,1643.01001
2,1577.329956
3,1550.640015
4,1579.209961
5,1624.060059
6,1670.556274
7,1661.109985
8,1715.420044
9,1768.140015
10,1830.949951
11,1725.550049
12,1669
13,1786.810059
14,1815.079956
15,1810.938965
16,1760.083008
17,1598.469971
18,1487.768921
19,1499.030029
20,1457.849976
21,1459.540039
22,1541.469971
23,1533.699951
0,1497.48999
1,1401.219971
2,1349.290039
3,1329.680054
4,1320.800049
5,1348.898071
6,1431.369995
7,1477.593262
8,1623.380005
9,1656.917969
10,1722.22998
11,1657.790161
12,1557.854248
13,1687.51001
14,1684.22998
15,1674.579956
16,1694.780029
17,1635.410034
18,1511.050049
19,1471.839966
20,1466.47998
21,1438.27832
22,1554.099854
23,1604.51001
0,1565.739502
1,1490.900024
2,1508.826416
3,1439.609985
4,1448.079956
5,1448.747314
6,1550.588989
7,1507.300049
8,1648.898438
9,1628.030029
10,1706.109985
11,1607.319946
12,1480.329956
13,1599.969971
14,1636.670044
15,1607.819946
16,1640.72998
17,1577.185425
18,1451.864746
19,1369.410034
20,1386.986816
21,1374.400024
22,1532.178101
23,1537.290039
0,1540.060059
1,1507.219971
2,1454.579956
3,1412.949951
4,1412.52002
5,1458.810059
6,1531.01001
7,1508.650024
8,1582.380005
9,1573.75
10,1658.988281
11,1589.244995
12,1466.664917
13,1593.016724
14,1588.319946
15,1613.839966
16,1634.25
17,1605.449951
18,1481.959961
19,1440.23999
20,1439.599976
21,1428.589966
22,1531.839966
23,1552.869995
0,1491.530029
1,1451.830078
2,1403.987183
3,1387.790039
4,1386.215332
5,1400.127075
6,1506.410034
7,1543.569946
8,1662.511963
9,1720.119995
10,1779.709961
11,1686.369995
12,1585.849976
13,1710.040649
14,1685.449951
15,1671.554321
16,1661.811646
17,1610.549072
18,1477.410034
19,1432.967529
20,1466.670044
21,1442.040039
22,1544.599976
23,1543.959961
0,1553.5
1,1503.089966
2,1474.109985
3,1464.680054
4,1428.290039
5,1465.430054
6,1538.849976
7,1533.970581
8,1670.200439
9,1704.863281
10,1780.669556
11,1642.318237
12,1548.72998
13,1627.155518
14,1609.73999
15,1601.22998
16,1605.550049
17,1600.839966
18,1418.719971
19,1408.880005
20,1355.599976
21,1320.394775
22,1385.199951
23,1456.817261
0,1429.8302
1,1420.060059
2,1401.089966
3,1340.394165
4,1363.209961
5,1347.619995
6,1444.329956
7,1433.910034
8,1548.964722
9,1575.639282
10,1664.339966
11,1555.405151
12,1457.821045
13,1535.920044
14,1562.75
15,1556.661987
16,1540.156372
17,1541.488403
18,1381.160034
19,1395.839966
20,1386.72998
21,1361.763428
22,1458.050049
23,1490.882446
0,1414.97998
1,1344.935425
2,1300.72998
3,1256.561157
4,1256.243286
5,1284.910034
6,1397.449951
7,1440.955566
8,1533.562012
9,1577.314697
10,1648.119995
11,1565.430054
12,1446.530029
13,1582.501709
14,1605.27478
15,1591.150024
16,1578.27002
17,1534.48999
18,1399.127441
19,1385.25415
20,1408.109985
21,1380.415161
22,1452.863403
23,1497.957153
0,1452.223145
1,1454.286621
2,1380.300049
3,1356.685303
4,1358.910034
5,1385.208618
6,1406.849976
7,1462.420044
8,1588.719971
9,1623.640015
10,1692.859985
11,1608.819946
12,1474.223145
13,1601.780029
14,1619.178467
15,1617.890015
16,1639.504639
17,1595.434448
18,1424.240112
19,1410.083984
20,1396.839966
21,1342.890015
22,1398.02002
23,1456.030029
0,1434.97998
1,1406.130005
2,1372.900024
3,1342.98999
4,1334.839966
5,1347.206055
6,1433.380005
7,1440.187378
8,1541.26001
9,1596.27002
10,1690.375488
11,1589.890015
12,1478.177368
13,1555.612427
14,1562.069458
15,1534.849976
16,1555.5
17,1521
18,1388.040894
19,1356.164551
20,1347.530029
21,1311.959961
22,1400.47998
23,1405.219971
0,1406.380005
1,1352.630005
2,1341.498291
3,1330.275757
4,1288.526245
5,1310.068726
6,1413.487427
7,1384.645142
8,1499.977295
9,1508.400024
10,1574.699951
11,1505.380005
12,1413.359985
13,1478.044434
14,1459.150024
15,1457.160034
16,1442.119995
17,1421.050049
18,1356.366821
19,1308.819824
20,1330.560059
21,1298.481323
22,1391.346802
23,1410.893555
0,1326.01001
1,1245.668457
2,1217.743896
3,1215.824585
4,1180.170044
5,1219.729248
6,1311.97998
7,1354.710693
8,1500.640015
9,1544.109985
10,1624.209961
11,1555.660034
12,1434.329956
13,1539.839966
14,1514.689941
15,1513.578247
16,1526
17,1471.103882
18,1327.619995
19,1356.819946
20,1385.199951
21,1369.262939
22,1454.739624
23,1492.547363
0,1406.69043
1,1308.827637
2,1283.136475
3,1282.140015
4,1244.407715
5,1300.599976
6,1373.040039
7,1433.97998
8,1547.25
9,1596.73999
10,1653.689941
11,1561.619995
12,1476.900391
13,1549.273193
14,1590.290039
15,1560.74231
16,1559.375488
17,1553.666992
18,1410.25
19,1395.154419
20,1412.819946
21,1355.814819
22,1451.266235
23,1467.400024
0,1462.769531
1,1424.073608
2,1392.939941
3,1399.26001
4,1383.900024
5,1375.937378
6,1500.824829
7,1517.190308
8,1600.051025
9,1688.117188
10,1785.975952
11,1686.849976
12,1575.130005
13,1692.869995
14,1669.312134
15,1609.140015
16,1624.842041
17,1577.758423
18,1424.756836
19,1385.829956
20,1447.164063
21,1424.853516
22,1527.504761
23,1589.978394
0,1546.05188
1,1532.032104
