1000,0.04,0.799718,12578.02334
990,0.04,0.799679,12579.57965
980,0.04,0.79964,12581.12685
970,0.04,0.799607,12582.26291
960,0.04,0.799581,12582.95684
950,0.04,0.799557,12583.45328
940,0.04,0.799533,12584.10381
930,0.04,0.799507,12584.83482
920,0.04,0.799476,12585.88301
910,0.04,0.799444,12587.0522
880,0.043,0.799419,12588.01357
890,0.043,0.799429,12588.23628
870,0.043,0.799399,12588.43141
700,0.04,0.799236,12588.44617
710,0.04,0.799241,12588.4515
680,0.04,0.799229,12588.50283
660,0.04,0.799221,12588.56738
900,0.04,0.799406,12588.62104
860,0.043,0.799382,12588.65354
650,0.04,0.799216,12588.70372
690,0.04,0.799228,12588.70422
670,0.04,0.799222,12588.76369
720,0.04,0.799239,12588.8947
900,0.043,0.799429,12589.01849
850,0.043,0.799359,12589.16181
640,0.04,0.7992,12589.50962
730,0.04,0.799234,12589.54377
840,0.043,0.799334,12589.83082
910,0.043,0.799426,12589.91527
740,0.04,0.799228,12590.21334
830,0.043,0.799312,12590.22498
820,0.043,0.799294,12590.29846
890,0.04,0.799365,12590.32945
810,0.043,0.799272,12590.6469
920,0.043,0.799422,12591.03384
800,0.043,0.799246,12591.27224
630,0.04,0.799165,12591.55901
790,0.043,0.799216,12592.18394
880,0.04,0.799322,12592.19653
750,0.04,0.799199,12592.34136
930,0.043,0.799412,12592.50606
780,0.043,0.799185,12593.26022
870,0.04,0.79929,12593.43525
760,0.04,0.799178,12594.08727
940,0.043,0.799397,12594.25452
620,0.04,0.799116,12594.5172
860,0.04,0.799261,12594.62334
770,0.043,0.79915,12594.68692
770,0.04,0.799173,12594.80159
590,0.043,0.798991,12595.53853
600,0.043,0.798992,12595.61487
780,0.04,0.799167,12595.66598
850,0.04,0.799233,12595.75006
760,0.043,0.799121,12595.84098
610,0.043,0.798987,12596.09046
830,0.04,0.799207,12596.15519
580,0.043,0.79898,12596.16715
570,0.043,0.79898,12596.18856
790,0.04,0.799167,12596.25166
820,0.04,0.799195,12596.27696
840,0.04,0.799215,12596.29747
950,0.043,0.799379,12596.30515
620,0.043,0.798983,12596.49657
750,0.043,0.799097,12596.5593
670,0.043,0.799004,12596.62704
810,0.04,0.799181,12596.63104
630,0.043,0.798983,12596.71419
660,0.043,0.798996,12596.79245
800,0.04,0.799168,12596.79354
650,0.043,0.798987,12596.95855
680,0.043,0.799002,12597.14528
740,0.043,0.799075,12597.16596
640,0.043,0.798979,12597.17929
560,0.043,0.798964,12597.24246
820,0.037,0.799254,12597.34643
830,0.037,0.799258,12597.48849
810,0.037,0.799243,12597.56389
730,0.043,0.799055,12597.65974
690,0.043,0.799,12597.80047
610,0.04,0.799058,12598.06653
960,0.043,0.799365,12598.09864
720,0.043,0.799034,12598.13008
840,0.037,0.799255,12598.13289
800,0.037,0.799223,12598.26582
700,0.043,0.798998,12598.72099
710,0.043,0.79901,12598.82077
850,0.037,0.799248,12599.06131
790,0.037,0.799199,12599.27386
970,0.043,0.799349,12599.93462
780,0.037,0.79918,12599.96871
550,0.043,0.798922,12599.99886
860,0.037,0.799241,12600.10846
770,0.037,0.799169,12600.19336
960,0.037,0.799308,12600.63052
1000,0.037,0.799345,12600.74986
760,0.037,0.799151,12600.77429
970,0.037,0.799315,12600.7909
