10,-1,0.787495,13505.29113
9,0,0.785607,13534.5279
9,-1,0.785943,13539.45639
10,-1,0.780781,13807.62553
10,0,0.781228,13869.14274
10,-2,0.778774,13971.74513
8,0,0.778982,13979.15014
8,-1,0.778446,13997.83107
10,0,0.775811,14104.66394
11,-1,0.77733,14120.13118
11,-2,0.774868,14181.38994
10,-2,0.773459,14254.41335
9,-2,0.772059,14378.53797
12,-2,0.771823,14440.8224
12,-1,0.772419,14616.70499
13,-3,0.766489,14741.60865
11,0,0.76743,14749.80487
12,-3,0.764471,14847.35019
8,-2,0.762929,14941.73055
7,-1,0.763962,14999.19492
14,-3,0.761345,15137.9811
13,-2,0.762801,15149.82173
11,-3,0.75939,15156.55485
10,-3,0.759065,15182.66287
9,1,0.757657,15331.02743
7,0,0.759868,15430.6308
14,-4,0.754636,15485.45862
10,-3,0.753164,15527.45373
9,-3,0.7527,15564.49864
13,-4,0.751413,15667.25566
13,-1,0.760331,15693.39157
7,-2,0.751074,15734.14498
12,-4,0.749266,15784.40685
12,0,0.753409,15856.74715
10,1,0.747878,15908.94188
8,1,0.752518,15913.06469
11,-4,0.746513,15953.85012
8,-3,0.745214,16033.19173
14,-5,0.745019,16055.80798
10,-4,0.744151,16110.42022
13,-5,0.740857,16323.61852
10,-4,0.740049,16351.84427
14,-2,0.747041,16438.07584
6,-1,0.743376,16544.87434
10,1,0.736303,16581.71232
9,-4,0.735174,16683.18059
7,-3,0.734455,16754.28521
12,-5,0.733524,16790.97371
6,-2,0.73456,16899.78823
11,-5,0.725853,17261.00328
11,1,0.725211,17318.49515
8,-4,0.723808,17416.91494
13,0,0.734145,17544.51273
10,-5,0.719602,17668.60143
6,0,0.731646,17787.5956
12,1,0.717187,17879.99525
10,-5,0.71498,17945.60788
6,-3,0.716365,17959.40308
13,1,0.710526,18338.99606
9,-5,0.707332,18420.09688
7,-4,0.70738,18433.7293
7,1,0.723636,18464.90379
5,-2,0.712568,18490.30893
5,-1,0.715784,18760.98041
8,-5,0.694019,19242.75024
5,-3,0.693932,19427.40212
6,-4,0.689621,19551.26368
7,-5,0.679346,20167.20268
5,-4,0.671319,20729.42283
4,-2,0.682151,20791.37419
4,-3,0.671105,21065.06206
6,-5,0.664569,21092.49584
9,2,0.68043,21280.77439
10,2,0.677495,21297.42744
5,0,0.69278,21392.64885
4,-4,0.654371,21895.96148
5,-5,0.65188,21908.0558
4,-1,0.678905,21955.82202
10,2,0.661892,22174.48215
11,2,0.661033,22189.44783
12,2,0.660393,22212.29524
13,2,0.660352,22213.63115
6,1,0.681378,22737.73169
8,2,0.666796,22773.43503
4,-5,0.638879,22885.14972
3,-3,0.646739,23024.96765
3,-4,0.637051,23307.10229
3,-2,0.650357,23656.96252
3,-5,0.625617,24163.37973
2,-4,0.620426,25476.65638
2,-3,0.621748,25837.50962
3,-1,0.637222,26355.61304
4,0,0.647731,26406.98953
2,-5,0.612524,26438.59095
7,2,0.62701,27239.33654
2,-2,0.615079,27814.4931
5,1,0.630568,28986.58051
1,-4,0.60528,29262.63241
1,-3,0.600963,30101.70389
1,-5,0.596209,30763.71328
2,-1,0.594249,32978.60717
1,-2,0.585355,33770.6082
10,3,0.533757,33949.97557
9,3,0.533955,34041.09052
3,0,0.596331,34152.21716
6,2,0.574791,34507.71968
