0,2040.0356954166666
1,1967.6289774166664
2,1888.0399983333334
3,1837.9345500000002
4,1774.1319784166665
5,1748.8143005000002
6,1754.0410258333332
7,1851.8357339166669
8,1985.7557271666667
9,2091.2269490000003
10,2151.5535888333334
11,2023.7359823333336
12,2131.605367083333
13,2159.5341595000004
14,2117.6683350000003
15,2005.6741637500002
16,1934.2098390000003
17,1728.1265055833335
18,1712.5158284166666
19,1895.8426105833332
20,1944.4524026666668
21,2006.1082456666666
22,2076.534647666667
23,2002.6089883333334
0,1921.6549682500001
1,1819.2467450000001
2,1778.4907734166666
3,1760.77619425
4,1720.8377990833333
5,1776.2944235000002
6,1814.6752725833337
7,1915.7399902500003
8,2023.2780253333333
9,2169.3816935833333
10,2217.177063
11,2084.407501166667
12,2192.409301833333
13,2247.0282389166664
14,2240.3846028333337
15,2214.79895025
16,2176.7935384166667
17,1979.9153239999996
18,1916.130543916666
19,2072.347544333333
20,2105.552347833334
21,2101.3724976666667
22,2184.2704671666665
23,2165.406494083333
0,2046.3845725
1,1999.5745441666666
2,1922.3575745833334
3,1875.8910928333335
4,1831.1252949999998
5,1845.8772684166668
6,1866.21167
7,1927.84892775
8,2075.2316690833336
9,2186.41599525
10,2222.4309694166664
11,2049.0683187499994
12,2143.198303333333
13,2194.560465416667
14,2204.5095824166665
15,2155.322896333333
16,2122.4330648333334
17,1909.2482299166668
18,1826.392496833333
19,1993.6139017500002
20,2093.688720666667
21,2093.135803333333
22,2129.3070271666666
23,2126.202392583333
0,2123.0903321666665
1,2119.9782715
2,2116.866149833333
3,2113.7540894166664
4,2110.6420288333334
5,2107.5299479166665
6,2104.4178465833334
7,2101.305786166667
8,2098.1937255833336
9,2097.8196817500007
10,2127.1663614166664
11,1919.2313944166665
12,2030.5631611666668
13,2100.327494333333
14,2111.5667113333334
15,2094.144938
16,2056.3508605833335
17,1821.010437
18,1728.755005
19,1871.370829166667
20,1919.38280225
21,1982.8179017500004
22,2092.0516764999998
23,1982.7396342500003
0,1923.1233315833335
1,1835.4445698333336
2,1811.98103825
3,1773.9399415
4,1726.3497110833334
5,1761.915527416667
6,1795.8254598333333
7,1893.8073423333333
8,1976.7809855833332
9,2091.1725362499997
10,2174.4534505
11,2013.7106222500004
12,2132.937988333333
13,2187.9937134166667
14,2170.1966959166666
15,2102.0808513333336
16,2065.8749898333335
17,1854.7666625000002
18,1809.7941589999998
19,1935.35731
20,2007.2176413333334
21,2054.23612475
22,2127.322265666667
23,2006.9996033333334
0,1963.8550619166665
1,1910.6012165833336
2,1856.725413
3,1832.7649943333333
4,1776.5444029999999
5,1765.2637124999999
6,1808.1271056666665
7,1901.7350056666671
8,2025.2591654166665
9,2098.31648775
10,2149.2380371666663
11,1951.4640504999998
12,2041.2510274166668
13,2096.7292276666667
14,2071.4398193333336
15,1992.866790833333
16,1936.5624695833333
17,1742.6083680833335
18,1675.4345195000003
19,1786.609375
20,1824.8937989166668
21,1888.9812418333331
22,1969.108642666667
23,1848.0474954166666
0,1773.993337
1,1701.0825094166667
2,1636.9833374166667
3,1589.5991718333332
4,1550.2975159166665
5,1588.2025046666665
6,1658.1491394166667
7,1758.1058249166665
8,1804.2932026666665
9,1881.7801718333333
10,1925.0714925833333
11,1745.3194274166665
12,1829.2336324166665
