9.200000,-1.500000,13972.743226,0.000000,
9.100000,-1.500000,13983.535591,0.000000,
9.300000,-1.500000,13988.372339,0.000000,
9.000000,-1.500000,14006.390681,0.000000,
9.400000,-1.500000,14007.129512,0.000000,
9.500000,-1.500000,14026.029572,0.000000,
8.900000,-1.500000,14033.667724,0.000000,
9.600000,-1.500000,14052.125078,0.000000,
8.900000,-1.250000,14058.495389,0.000000,
8.800000,-1.500000,14061.249791,0.000000,
9.000000,-1.250000,14062.201405,0.000000,
8.800000,-1.250000,14064.166990,0.000000,
9.100000,-1.250000,14067.877651,0.000000,
8.700000,-1.250000,14071.353173,0.000000,
9.700000,-1.500000,14073.388193,0.000000,
9.200000,-1.250000,14079.842528,0.000000,
8.600000,-1.250000,14084.262885,0.000000,
9.800000,-1.500000,14088.421398,0.000000,
8.700000,-1.500000,14088.441861,0.000000,
9.300000,-1.250000,14098.057238,0.000000,
9.900000,-1.500000,14105.296258,0.000000,
9.400000,-1.250000,14109.253539,0.000000,
10.000000,-1.500000,14120.859662,0.000000,
8.500000,-1.250000,14121.530957,0.000000,
8.600000,-1.500000,14124.124800,0.000000,
9.500000,-1.250000,14128.746948,0.000000,
9.600000,-1.250000,14150.123209,0.000000,
8.500000,-1.500000,14160.912895,0.000000,
9.000000,-1.000000,14174.462208,0.000000,
9.700000,-1.250000,14175.583685,0.000000,
8.900000,-1.000000,14176.141255,0.000000,
8.800000,-1.000000,14177.058128,0.000000,
8.700000,-1.000000,14177.149899,0.000000,
8.600000,-1.000000,14179.226400,0.000000,
9.100000,-1.000000,14182.447982,0.000000,
9.800000,-1.250000,14189.062683,0.000000,
8.500000,-1.000000,14192.426358,0.000000,
9.200000,-1.000000,14194.384868,0.000000,
9.300000,-1.000000,14200.982519,0.000000,
9.900000,-1.250000,14201.869710,0.000000,
9.400000,-1.000000,14202.227064,0.000000,
9.500000,-1.000000,14211.780544,0.000000,
10.000000,-1.250000,14224.418782,0.000000,
9.600000,-1.000000,14232.004266,0.000000,
9.700000,-1.000000,14248.997692,0.000000,
8.800000,-0.750000,14256.635626,0.000000,
8.900000,-0.750000,14258.023369,0.000000,
8.700000,-0.750000,14258.197441,0.000000,
9.300000,-0.750000,14259.411521,0.000000,
9.400000,-0.750000,14259.627715,0.000000,
9.000000,-0.750000,14260.134313,0.000000,
9.200000,-0.750000,14260.661276,0.000000,
9.800000,-1.000000,14260.886772,0.000000,
9.500000,-0.750000,14260.937892,0.000000,
9.600000,-0.750000,14262.293780,0.000000,
9.100000,-0.750000,14264.910164,0.000000,
9.900000,-1.000000,14269.625174,0.000000,
9.700000,-0.750000,14273.849405,0.000000,
9.800000,-0.750000,14284.276452,0.000000,
8.600000,-0.750000,14284.325295,0.000000,
10.000000,-1.000000,14284.355355,0.000000,
9.900000,-0.750000,14299.370560,0.000000,
8.500000,-0.750000,14316.542943,0.000000,
9.400000,-0.500000,14326.098468,0.000000,
10.000000,-0.750000,14328.269066,0.000000,
9.500000,-0.500000,14329.085381,0.000000,
9.000000,-0.500000,14334.757649,0.000000,
9.300000,-0.500000,14335.352739,0.000000,
8.900000,-0.500000,14339.364908,0.000000,
9.600000,-0.500000,14340.377932,0.000000,
9.100000,-0.500000,14341.113159,0.000000,
9.200000,-0.500000,14342.192892,0.000000,
9.700000,-0.500000,14348.933376,0.000000,
8.800000,-0.500000,14354.074112,0.000000,
8.700000,-0.500000,14361.581883,0.000000,
9.800000,-0.500000,14362.508453,0.000000,
9.900000,-0.500000,14376.467481,0.000000,
8.600000,-0.500000,14376.732163,0.000000,
8.500000,-0.500000,14388.878193,0.000000,
10.000000,-0.500000,14397.059932,0.000000,
