9.000000,-1.500000,13238.513446,0.000000,
8.750000,-1.300000,13253.858964,0.000000,
8.750000,-1.500000,13254.899341,0.000000,
9.250000,-1.500000,13255.588712,0.000000,
8.500000,-1.300000,13265.883816,0.000000,
9.250000,-1.700000,13271.020280,0.000000,
9.000000,-1.300000,13271.189690,0.000000,
9.000000,-1.100000,13272.715298,0.000000,
8.750000,-1.100000,13274.770932,0.000000,
9.000000,-1.700000,13275.615677,0.000000,
8.500000,-1.500000,13282.600388,0.000000,
8.750000,-1.700000,13283.758459,0.000000,
9.250000,-1.900000,13290.279476,0.000000,
9.500000,-1.900000,13290.621818,0.000000,
9.500000,-1.700000,13290.893830,0.000000,
9.250000,-1.300000,13291.808034,0.000000,
8.500000,-1.100000,13294.143125,0.000000,
8.750000,-0.900000,13299.863491,0.000000,
9.500000,-1.500000,13311.844555,0.000000,
9.750000,-1.700000,13320.735988,0.000000,
9.000000,-1.900000,13322.486310,0.000000,
9.750000,-1.900000,13323.436373,0.000000,
9.250000,-1.100000,13324.179513,0.000000,
9.750000,-2.100000,13324.441445,0.000000,
8.500000,-0.900000,13327.532768,0.000000,
9.500000,-2.100000,13338.413619,0.000000,
10.000000,-2.100000,13340.124852,0.000000,
9.000000,-0.900000,13345.084706,0.000000,
9.500000,-1.300000,13349.654132,0.000000,
8.500000,-1.700000,13353.736290,0.000000,
10.000000,-1.900000,13365.720240,0.000000,
10.000000,-2.300000,13367.851713,0.000000,
9.250000,-2.100000,13375.291224,0.000000,
9.500000,-1.100000,13376.392925,0.000000,
9.750000,-1.500000,13380.838881,0.000000,
8.500000,-0.700000,13391.042014,0.000000,
9.250000,-0.900000,13391.275777,0.000000,
8.750000,-1.900000,13392.635887,0.000000,
9.500000,-0.900000,13396.399701,0.000000,
8.750000,-0.700000,13397.919709,0.000000,
9.750000,-1.300000,13398.467676,0.000000,
9.250000,-0.700000,13400.236014,0.000000,
9.750000,-2.300000,13403.026368,0.000000,
9.500000,-0.700000,13410.481164,0.000000,
9.750000,-0.900000,13413.730280,0.000000,
10.000000,-1.700000,13413.884164,0.000000,
9.750000,-1.100000,13417.189054,0.000000,
9.000000,-0.700000,13417.876716,0.000000,
10.000000,-1.300000,13432.126494,0.000000,
10.000000,-1.500000,13432.496648,0.000000,
9.250000,-0.500000,13433.428760,0.000000,
9.750000,-0.700000,13437.688288,0.000000,
10.000000,-1.100000,13449.689805,0.000000,
9.000000,-2.100000,13450.984268,0.000000,
9.000000,-0.500000,13451.726970,0.000000,
9.500000,-2.300000,13454.149342,0.000000,
10.000000,-0.900000,13457.349930,0.000000,
9.500000,-0.500000,13458.471166,0.000000,
10.000000,-2.500000,13469.083125,0.000000,
8.750000,-0.500000,13496.058927,0.000000,
10.000000,-0.700000,13512.433677,0.000000,
8.500000,-0.500000,13513.039237,0.000000,
8.500000,-1.900000,13514.617774,0.000000,
9.750000,-0.500000,13518.982019,0.000000,
9.750000,-2.500000,13526.708447,0.000000,
9.250000,-2.300000,13553.663961,0.000000,
10.000000,-0.500000,13571.394919,0.000000,
8.750000,-2.100000,13588.101674,0.000000,
9.500000,-2.500000,13660.068162,0.000000,
9.000000,-2.300000,13698.886179,0.000000,
8.500000,-2.100000,13739.083885,0.000000,
9.250000,-2.500000,13811.603268,0.000000,
8.750000,-2.300000,13831.530973,0.000000,
9.000000,-2.500000,13946.996080,0.000000,
8.500000,-2.300000,13982.419122,0.000000,
8.750000,-2.500000,14079.447659,0.000000,
8.500000,-2.500000,14240.917876,0.000000,
