9.25,-1.25,10814.52782,0.816513
9,-1.25,10815.28005,0.816466
9.75,-1.5,10817.53964,0.816367
9.5,-1.25,10869.69855,0.815674
8.75,-1,10877.03742,0.815623
9,-1,10900.10715,0.815371
9.25,-1,11009.12308,0.813713
8.75,-0.75,11027.93993,0.813458
9.5,-1,11113.16937,0.812152
9,-0.75,11122.97707,0.811925
