1.082688,0.304701,-0.035178,0.198401,0.054115,-0.209099,0.655009,0.188021,-0.648139,-0.104792,1663.874969,1687.418183,
-0.796173,0.003252,0.066915,-0.024222,0.106826,-0.209099,-0.546940,-0.252234,-0.648139,-0.004552,1911.979553,1844.652451,
-0.362590,0.003252,0.194531,0.099457,0.159537,-0.209099,1.079226,-0.049039,-0.441378,0.122813,2043.878316,1963.933960,
0.504577,-2.332974,1.292027,1.163100,1.213757,-0.209099,0.867118,-0.963414,2.039746,1.312884,1730.469971,1765.487785,
0.649105,0.153976,-0.954012,-0.988921,-0.973749,-0.209099,-0.052020,-0.726354,-0.337998,-0.940857,1623.089966,1582.733662,
-1.518812,-0.825731,0.628425,0.792062,0.739358,-0.209099,0.372198,-0.015174,-0.648139,0.573019,2134.744181,2114.425652,
-0.507118,-0.825731,0.883656,0.767326,0.660292,-0.209099,0.655009,0.221886,2.065591,0.850239,2129.804993,2124.076086,
1.371744,0.907598,-0.494595,-0.518939,-0.420284,-0.209099,-1.395374,-0.455428,-0.648139,-0.537695,1424.853516,1497.884527,
-0.507118,0.078614,0.449763,0.346816,0.370381,-0.209099,-0.688345,0.255752,0.799184,0.384427,1967.868968,2110.438036,
1.660799,-0.147472,-0.800873,-0.716826,-0.762905,-0.209099,0.513603,1.441052,-0.648139,-0.809774,1669.327382,1550.953839,
1.371744,0.982960,-1.617614,-1.582582,-1.579926,1.411192,-1.041860,0.492812,-0.648139,-1.470695,1374.400024,1470.379886,
-0.651646,0.078614,0.245577,0.148929,-0.341217,-0.209099,-1.607483,-0.319965,2.504956,0.174401,1717.138784,1790.738345,
-0.796173,0.907598,-2.204647,-2.200979,-2.238813,-0.209099,-0.829751,1.305589,-0.648139,-1.887672,1659.096802,1548.571645,
0.070993,-1.805439,1.598305,1.608346,1.740867,-0.209099,-0.688345,-0.523160,0.902564,1.675289,2050.724548,2033.419849,
0.938160,-0.222834,0.143485,0.049986,0.185893,-0.209099,-0.052020,-0.455428,-0.648139,0.071592,1714.691722,1774.491331,
-1.518812,0.380063,0.194531,0.099457,0.159537,-0.209099,-1.607483,-0.184502,-0.648139,0.122813,2071.597707,1889.355370,
0.215521,0.606149,-0.494595,-0.419996,-0.446639,-0.209099,0.372198,0.763738,-0.648139,-0.537695,1706.841502,1717.810587,
1.660799,-0.072110,0.117961,0.074722,0.212248,-0.209099,-0.122722,-2.216446,-0.648139,0.046119,1726.908885,1804.068696,
-1.663340,0.380063,0.730517,0.693118,0.844780,-0.209099,-0.688345,-0.523160,-0.648139,0.682806,2203.705139,2253.641180,
-1.518812,0.530787,-0.749826,-0.766298,-0.683839,-0.209099,-0.900454,-0.184502,-0.648139,-0.765346,1580.880127,1599.760210,
1.371744,0.455425,-0.060701,-0.147901,0.001404,-0.209099,0.655009,0.458946,-0.648139,-0.129622,1682.843333,1717.572427,
0.215521,-0.448921,0.807087,0.767326,0.818425,-0.209099,0.018683,-0.218368,-0.253414,0.766109,1949.401896,1835.699418,
1.082688,-1.805439,1.649351,1.756761,1.793578,-0.209099,0.513603,0.086423,-0.648139,1.736975,2160.157511,2095.140726,
-0.507118,0.455425,0.015869,-0.073694,-0.024951,-0.209099,0.725712,-0.049039,0.468367,-0.054856,2098.193726,1931.101269,
-0.218062,0.832236,-1.821799,-1.829941,-1.790770,0.232799,0.018683,0.594409,-0.648139,-1.621238,1281.869995,1439.811775,
1.516271,0.003252,-0.469071,-0.469468,-0.393928,-0.209099,0.584306,2.287695,-0.648139,-0.514425,1795.058350,1708.922497,
-0.218062,-1.277904,1.087842,0.965213,0.686647,-0.209099,-0.829751,-0.184502,1.471155,1.078624,2017.974772,1917.641299,
1.371744,-0.147472,0.143485,0.223137,0.238604,-0.209099,-1.253968,-0.624757,-0.648139,0.071592,1724.397237,1893.297058,
-0.218062,-0.976456,1.215457,1.088892,0.871136,-0.209099,-0.546940,-0.150637,0.902564,1.224348,2135.846497,2019.619296,
-0.362590,1.058322,-0.622210,-0.593147,-0.657483,7.376810,-0.405534,0.289618,-0.648139,-0.652668,1989.936961,1705.559912,
1.371744,0.907598,-0.469071,-0.444732,-0.420284,1.190243,-0.759048,-0.015174,-0.648139,-0.514425,1492.897949,1496.912205,
-1.085229,0.681511,-0.086224,-0.147901,0.001404,-0.209099,-0.829751,0.086423,-0.648139,-0.154361,1692.657267,1777.521184,
-0.507118,-0.298196,0.730517,0.618911,0.370381,-0.209099,-0.122722,0.052558,1.652070,0.682806,1986.105387,2128.927844,
-1.229757,0.003252,0.143485,0.049986,0.212248,-0.209099,-0.052020,-1.200474,-0.648139,0.071592,1832.764994,1812.663129,
0.070993,-0.448921,-0.698780,-0.766298,-0.921038,-0.209099,-0.617642,0.933066,0.359818,-0.720550,1446.530029,1480.257722,
0.938160,-0.147472,0.526332,0.544703,0.633936,-0.209099,-1.041860,-2.724431,0.049677,0.464702,1615.351674,1831.333302,
1.371744,-0.448921,0.398716,0.346816,0.502159,-0.209099,0.230792,0.120289,-0.648139,0.331370,1911.731191,1940.285421,
1.371744,0.606149,-0.137270,-0.197373,-0.051307,-0.209099,0.725712,1.203992,-0.648139,-0.203563,1745.505025,1690.242950,
-0.218062,1.058322,-0.647734,-0.642619,-0.578417,8.702503,-0.476237,0.323483,-0.648139,-0.675387,1999.975667,1710.806528,
