7.000000,-2.000000,15745.262254,
7.000000,-1.750000,15604.385982,
7.000000,-1.500000,15491.629314,
7.000000,-1.250000,15340.041065,
7.000000,-1.000000,15255.790656,
7.000000,-0.750000,15300.195000,
7.000000,-0.500000,15413.316956,
7.000000,-0.250000,15688.669887,
7.000000,0.000000,16177.972711,
7.000000,0.250000,16889.722475,
7.000000,0.500000,17816.890125,
7.000000,0.750000,19062.064762,
7.000000,1.000000,20755.468215,
7.000000,1.250000,22922.993000,
7.000000,1.500000,25649.428285,
7.250000,-2.000000,15557.115765,
7.250000,-1.750000,15394.630962,
7.250000,-1.500000,15194.556336,
7.250000,-1.250000,15019.659517,
7.250000,-1.000000,14932.809163,
7.250000,-0.750000,14948.604747,
7.250000,-0.500000,15017.572214,
7.250000,-0.250000,15281.472303,
7.250000,0.000000,15702.661540,
7.250000,0.250000,16269.721215,
7.250000,0.500000,17092.483711,
7.250000,0.750000,18220.799440,
7.250000,1.000000,19769.769521,
7.250000,1.250000,21752.741912,
7.250000,1.500000,24242.985149,
7.500000,-2.000000,15379.225606,
7.500000,-1.750000,15181.464756,
7.500000,-1.500000,14945.580591,
7.500000,-1.250000,14751.143443,
7.500000,-1.000000,14639.658720,
7.500000,-0.750000,14607.590235,
7.500000,-0.500000,14671.686234,
7.500000,-0.250000,14939.922874,
7.500000,0.000000,15301.096436,
7.500000,0.250000,15796.398912,
7.500000,0.500000,16483.179366,
7.500000,0.750000,17509.490567,
7.500000,1.000000,18939.330937,
7.500000,1.250000,20739.228415,
7.500000,1.500000,23043.175932,
7.750000,-2.000000,15223.875324,
7.750000,-1.750000,14968.594978,
7.750000,-1.500000,14712.242419,
7.750000,-1.250000,14517.689354,
7.750000,-1.000000,14383.149072,
7.750000,-0.750000,14331.172472,
7.750000,-0.500000,14429.050758,
7.750000,-0.250000,14671.069713,
7.750000,0.000000,14942.281572,
7.750000,0.250000,15382.136251,
7.750000,0.500000,16002.567671,
7.750000,0.750000,16916.074751,
7.750000,1.000000,18229.504440,
7.750000,1.250000,19921.512639,
7.750000,1.500000,22068.953548,
8.000000,-2.000000,15042.794855,
8.000000,-1.750000,14763.925483,
8.000000,-1.500000,14506.606049,
8.000000,-1.250000,14295.666329,
8.000000,-1.000000,14184.033311,
8.000000,-0.750000,14130.223369,
8.000000,-0.500000,14245.869246,
8.000000,-0.250000,14421.681703,
8.000000,0.000000,14634.355850,
8.000000,0.250000,15010.752983,
8.000000,0.500000,15583.406780,
8.000000,0.750000,16406.793777,
8.000000,1.000000,17636.794016,
8.000000,1.250000,19258.156859,
